DTBASE;COOPERATIVA;CPF;CONTA;CONTRATO;DSPRODUTO;DTCONTRATO;VLCONTRATO;SDDEVEDOR;QTDIASATRASO;SDATRASO;VLPROVISAO
30/06/2021;A;196606;508151;344870;Empréstimo;10/08/2020;7.599,00;6.854,40;0;0,00;40,80
30/06/2021;A;196834;190778;513421;Empréstimo;25/03/2021;8.802,60;8.639,40;0;0,00;30,60
30/06/2021;A;197341;602603;496582;Empréstimo;05/03/2021;438,60;469,20;51;40,80;10,20
30/06/2021;A;197473;435411;217197;Empréstimo;21/01/2020;8.139,60;6.242,40;0;0,00;112,20
30/06/2021;A;197553;373078;293607;Empréstimo;17/08/2020;622,20;550,80;0;0,00;326,40
30/06/2021;A;197621;650185;459804;Empréstimo;25/01/2021;346,80;377,40;125;173,40;142,80
30/06/2021;A;197776;464704;518280;Empréstimo;30/03/2021;765,00;765,00;0;0,00;10,20
30/06/2021;A;197968;273102;405094;Empréstimo;17/11/2020;3.325,20;3.111,00;0;0,00;1.213,80
30/06/2021;A;198946;404876;392407;Empréstimo;22/10/2020;428,40;377,40;76;71,40;20,40
30/06/2021;A;199181;499258;404183;Financiamento;12/11/2020;856,80;907,80;166;591,60;499,80
30/06/2021;A;199778;300578;337311;Empréstimo;30/07/2020;3.376,20;3.019,20;0;0,00;20,40
30/06/2021;A;199790;487204;331714;Financiamento;20/07/2020;4.243,20;3.559,80;0;0,00;10,20
30/06/2021;A;200413;465984;321308;Empréstimo;06/07/2020;40,80;30,60;0;0,00;10,20
30/06/2021;A;200696;496451;377657;Empréstimo;01/10/2020;61,20;61,20;15;61,20;40,80
30/06/2021;A;200697;496452;269165;Empréstimo;09/04/2020;71,40;81,60;0;0,00;51,00
30/06/2021;A;200995;322683;479942;Empréstimo;17/02/2021;4.396,20;4.110,60;0;0,00;20,40
30/06/2021;A;201313;257539;423138;Empréstimo;08/12/2020;7.038,00;6.721,80;0;0,00;40,80
30/06/2021;A;201534;588148;305644;Empréstimo;02/06/2020;1.275,00;1.162,80;0;0,00;10,20
30/06/2021;A;201539;588153;220130;Empréstimo;23/01/2020;4.406,40;2.927,40;0;0,00;20,40
30/06/2021;A;201555;251791;241049;Empréstimo;17/03/2020;663,00;581,40;202;193,80;346,80
30/06/2021;A;201580;245160;208379;Empréstimo;12/12/2019;6.599,40;3.988,20;0;0,00;10,20
30/06/2021;A;201947;359620;381293;Empréstimo;07/10/2020;3.182,40;2.743,80;0;0,00;10,20
30/06/2021;A;202155;440949;584562;Empréstimo;16/06/2021;438,60;438,60;0;0,00;30,60
30/06/2021;A;202259;355425;312002;Empréstimo;16/06/2020;4.437,00;4.722,60;51;234,60;1.846,20
30/06/2021;A;202554;362963;470802;Empréstimo;08/02/2021;1.305,60;928,20;0;0,00;10,20
30/06/2021;A;202592;316514;160062;Empréstimo;02/05/2019;5.752,80;2.274,60;0;0,00;10,20
30/06/2021;A;203173;370608;302073;Empréstimo;27/05/2020;1.836,00;1.734,00;112;142,80;683,40
30/06/2021;A;203358;244744;417772;Empréstimo;30/11/2020;142,80;153,00;211;122,40;91,80
30/06/2021;A;203462;233876;170539;Empréstimo;04/07/2019;3.080,40;1.958,40;169;734,40;1.162,80
30/06/2021;A;203617;448658;152793;Financiamento;14/03/2019;846,60;255,00;262;285,60;153,00
30/06/2021;A;203654;132036;222828;Financiamento;03/02/2020;16.901,40;12.178,80;0;0,00;40,80
30/06/2021;A;203656;269812;200001;Empréstimo;14/11/2019;1.183,20;612,00;0;0,00;234,60
30/06/2021;A;203699;494561;125725;Empréstimo;19/04/2018;7.639,80;2.458,20;0;0,00;10,20
30/06/2021;A;203718;339908;269112;Empréstimo;09/04/2020;479,40;520,20;0;0,00;204,00
30/06/2021;A;203901;592207;290227;Empréstimo;05/05/2020;397,80;428,40;0;0,00;255,00
30/06/2021;A;204022;138768;434750;Empréstimo;21/12/2020;10.200,00;10.016,40;0;0,00;30,60
30/06/2021;A;204161;573134;231728;Financiamento;29/06/2020;71.440,80;69.309,00;0;0,00;204,00
30/06/2021;A;204505;414847;278738;Empréstimo;16/04/2020;1.489,20;1.621,80;0;0,00;969,00
30/06/2021;A;205481;271540;573511;Financiamento;04/06/2021;8.037,60;8.160,00;0;0,00;51,00
30/06/2021;A;205636;308732;304509;Empréstimo;01/06/2020;428,40;428,40;355;204,00;255,00
30/06/2021;A;206805;298654;501092;Empréstimo;11/03/2021;642,60;622,20;51;102,00;10,20
30/06/2021;A;206815;684028;472271;Financiamento;25/03/2021;72.573,00;72.848,40;0;0,00;214,20
30/06/2021;A;207076;527855;333038;Empréstimo;21/07/2020;275,40;285,60;0;0,00;153,00
30/06/2021;A;207098;529182;534353;Empréstimo;22/04/2021;2.774,40;2.805,00;0;0,00;163,20
30/06/2021;A;207165;246802;527693;Empréstimo;12/04/2021;5.304,00;5.559,00;0;0,00;20,40
30/06/2021;A;207346;248432;279822;Empréstimo;20/04/2020;397,80;428,40;0;0,00;30,60
30/06/2021;A;207691;149989;354021;Empréstimo;11/09/2020;1.693,20;1.683,00;81;183,60;999,60
30/06/2021;A;208088;690707;560423;Empréstimo;20/05/2021;4.243,20;4.345,20;0;0,00;10,20
30/06/2021;A;208639;454764;487499;Empréstimo;24/02/2021;4.406,40;4.263,60;0;0,00;71,40
30/06/2021;A;208663;515413;292055;Empréstimo;08/05/2020;295,80;316,20;0;0,00;10,20
30/06/2021;A;208790;478076;272038;Empréstimo;13/04/2020;102,00;102,00;0;0,00;20,40
30/06/2021;A;208843;622146;379265;Financiamento;11/11/2020;8.486,40;7.803,00;0;0,00;20,40
30/06/2021;A;208855;351600;507783;Empréstimo;24/03/2021;2.203,20;2.050,20;0;0,00;10,20
30/06/2021;A;209371;360680;318257;Financiamento;30/06/2020;6.946,20;4.804,20;0;0,00;10,20
30/06/2021;A;209373;173144;227346;Empréstimo;10/02/2020;907,80;663,00;20;10,20;40,80
30/06/2021;A;209399;284256;370982;Financiamento;22/09/2020;3.835,20;3.437,40;0;0,00;20,40
30/06/2021;A;209737;176822;337588;Empréstimo;29/07/2020;469,20;489,60;0;0,00;295,80
30/06/2021;A;209839;636119;564716;Empréstimo;01/06/2021;2.172,60;2.019,60;0;0,00;122,40
30/06/2021;A;210031;441121;328523;Empréstimo;06/08/2020;6.405,60;4.641,00;0;0,00;10,20
30/06/2021;A;210359;579493;381247;Financiamento;08/10/2020;20.043,00;17.819,40;0;0,00;51,00
30/06/2021;A;210489;406633;380135;Empréstimo;29/10/2020;7.854,00;7.354,20;0;0,00;20,40
30/06/2021;A;210674;251688;512691;Empréstimo;24/03/2021;3.202,80;2.866,20;0;0,00;20,40
30/06/2021;A;210684;585434;388842;Empréstimo;19/10/2020;91,80;91,80;171;20,40;51,00
30/06/2021;A;210792;467589;204647;Financiamento;02/12/2019;5.385,60;3.437,40;0;0,00;10,20
30/06/2021;A;211071;267459;391429;Empréstimo;23/10/2020;6.405,60;5.630,40;0;0,00;20,40
30/06/2021;A;211161;473163;552644;Empréstimo;17/05/2021;7.313,40;7.201,20;0;0,00;20,40
30/06/2021;A;211171;513812;227464;Empréstimo;10/02/2020;663,00;479,40;23;30,60;112,20
30/06/2021;A;211206;405781;252866;Empréstimo;03/04/2020;438,60;479,40;0;0,00;30,60
30/06/2021;A;211590;507399;311501;Financiamento;17/06/2020;2.845,80;2.182,80;0;0,00;10,20
30/06/2021;A;211703;405769;167151;Empréstimo;17/06/2019;979,20;336,60;0;0,00;10,20
30/06/2021;A;211865;518483;310281;Financiamento;16/06/2020;6.823,80;6.018,00;0;0,00;40,80
30/06/2021;A;212148;154091;203611;Empréstimo;26/11/2019;5.120,40;4.029,00;0;0,00;10,20
30/06/2021;A;212442;180706;135749;Empréstimo;05/10/2018;11.791,20;7.058,40;0;0,00;40,80
30/06/2021;A;212469;143320;435574;Empréstimo;23/12/2020;1.275,00;1.295,40;0;0,00;81,60
30/06/2021;A;212715;150649;482583;Empréstimo;19/02/2021;4.845,00;1.917,60;0;0,00;10,20
30/06/2021;A;213392;213308;208322;Empréstimo;12/12/2019;7.272,60;5.253,00;0;0,00;30,60
30/06/2021;A;213539;191659;203543;Financiamento;26/11/2019;2.121,60;1.224,00;0;0,00;10,20
30/06/2021;A;213617;401287;353081;Empréstimo;25/08/2020;29.784,00;17.533,80;0;0,00;51,00
30/06/2021;A;214298;588625;387502;Empréstimo;15/10/2020;122,40;112,20;41;71,40;40,80
30/06/2021;A;214398;584332;204733;Empréstimo;03/04/2020;1.111,80;897,60;0;0,00;489,60
30/06/2021;A;215128;528347;359737;Empréstimo;08/09/2020;9.047,40;8.292,60;0;0,00;153,00
30/06/2021;A;215479;497971;336015;Empréstimo;28/07/2020;1.071,00;826,20;36;91,80;51,00
30/06/2021;A;216332;355725;291864;Empréstimo;08/05/2020;418,20;448,80;0;0,00;244,80
30/06/2021;A;216349;468922;576199;Empréstimo;08/06/2021;1.101,60;1.122,00;0;0,00;20,40
30/06/2021;A;216465;261436;185057;Empréstimo;16/09/2019;7.854,00;5.426,40;0;0,00;30,60
30/06/2021;A;216598;721098;190177;Empréstimo;10/10/2019;2.641,80;1.948,20;0;0,00;10,20
30/06/2021;A;216778;384294;289292;Empréstimo;04/05/2020;438,60;306,00;135;91,80;122,40
30/06/2021;A;217226;394002;228701;Empréstimo;12/02/2020;1.356,60;1.366,80;14;81,60;10,20
30/06/2021;A;217663;313487;411391;Empréstimo;19/11/2020;428,40;448,80;202;122,40;265,20
30/06/2021;A;217893;480739;124055;Financiamento;14/09/2020;275,40;224,40;0;0,00;91,80
30/06/2021;A;218153;162943;389528;Empréstimo;20/10/2020;3.264,00;2.815,20;0;0,00;10,20
30/06/2021;A;218489;362569;561407;Financiamento;16/06/2021;1.703,40;1.713,60;0;0,00;10,20
30/06/2021;A;218713;462055;452034;Empréstimo;14/01/2021;5.100,00;4.630,80;0;0,00;10,20
30/06/2021;A;218885;175167;283583;Empréstimo;24/04/2020;3.417,00;3.712,80;0;0,00;71,40
30/06/2021;A;219079;332272;528392;Empréstimo;14/04/2021;2.203,20;2.131,80;0;0,00;10,20
30/06/2021;A;219708;220071;515246;Financiamento;27/04/2021;10.067,40;9.598,20;0;0,00;30,60
30/06/2021;A;219734;205290;133316;Empréstimo;29/08/2018;6.130,20;2.907,00;15;214,20;51,00
30/06/2021;A;219810;638075;522330;Financiamento;06/04/2021;1.489,20;1.387,20;0;0,00;10,20
30/06/2021;A;220269;566673;172993;Empréstimo;25/07/2019;4.406,40;2.998,80;0;0,00;20,40
30/06/2021;A;220289;369074;399063;Empréstimo;05/11/2020;4.263,60;2.815,20;0;0,00;51,00
30/06/2021;A;220316;322465;210881;Empréstimo;30/12/2019;5.283,60;3.039,60;0;0,00;10,20
30/06/2021;A;220375;213246;140957;Empréstimo;04/12/2018;2.376,60;816,00;73;295,80;448,80
30/06/2021;A;220550;179034;279164;Financiamento;17/04/2020;8.904,60;7.078,80;0;0,00;20,40
30/06/2021;A;220754;163128;322074;Empréstimo;09/07/2020;6.405,60;3.621,00;0;0,00;10,20
30/06/2021;A;220901;392110;123834;Empréstimo;13/03/2018;2.641,80;744,60;0;0,00;438,60
30/06/2021;A;221021;708049;593645;Financiamento;30/06/2021;2.131,80;2.131,80;0;0,00;122,40
30/06/2021;A;221076;502078;561739;Empréstimo;21/05/2021;6.609,60;6.752,40;0;0,00;122,40
30/06/2021;A;221087;182558;274270;Empréstimo;14/04/2020;1.091,40;1.193,40;0;0,00;469,20
30/06/2021;A;221202;204639;490277;Empréstimo;26/02/2021;1.785,00;1.887,00;123;1.071,00;1.122,00
30/06/2021;A;221225;304182;283179;Empréstimo;24/04/2020;346,80;377,40;0;0,00;224,40
30/06/2021;A;221894;481534;562437;Empréstimo;24/05/2021;3.733,20;3.814,80;0;0,00;10,20
30/06/2021;A;221962;396846;180739;Empréstimo;26/08/2019;1.213,80;877,20;293;571,20;530,40
30/06/2021;A;222229;608150;314602;Empréstimo;23/06/2020;1.458,60;1.377,00;202;622,20;816,00
30/06/2021;A;222417;264771;555951;Empréstimo;14/05/2021;5.283,60;5.202,00;0;0,00;20,40
30/06/2021;A;222676;562738;237265;Empréstimo;09/03/2020;2.009,40;1.723,80;176;489,60;1.030,20
30/06/2021;A;223102;321226;345909;Empréstimo;18/08/2020;9.608,40;8.160,00;0;0,00;20,40
30/06/2021;A;223146;315878;517097;Financiamento;07/04/2021;7.252,20;7.099,20;0;0,00;20,40
30/06/2021;A;223248;245438;520860;Empréstimo;05/04/2021;438,60;459,00;9;20,40;30,60
30/06/2021;A;223410;309945;324360;Empréstimo;09/07/2020;6.660,60;6.446,40;20;132,60;3.529,20
30/06/2021;A;223685;618595;569297;Empréstimo;31/05/2021;2.437,80;2.162,40;0;0,00;40,80
30/06/2021;A;224031;160348;339469;Empréstimo;31/07/2020;2.264,40;1.989,00;5;61,20;30,60
30/06/2021;A;224229;200594;322521;Empréstimo;07/07/2020;5.548,80;4.100,40;0;0,00;10,20
30/06/2021;A;224311;528005;518070;Financiamento;30/03/2021;3.406,80;3.376,20;0;0,00;10,20
30/06/2021;A;224380;170001;461199;Empréstimo;26/01/2021;2.631,60;2.244,00;0;0,00;10,20
30/06/2021;A;224405;146901;542523;Empréstimo;30/04/2021;1.468,80;1.203,60;0;0,00;285,60
30/06/2021;A;224406;146902;131687;Empréstimo;29/08/2018;1.540,20;459,00;0;0,00;112,20
30/06/2021;A;224411;547813;516133;Empréstimo;29/03/2021;1.693,20;1.774,80;90;591,60;969,00
30/06/2021;A;224701;256212;218819;Empréstimo;22/01/2020;8.812,80;2.305,20;0;0,00;10,20
30/06/2021;A;225121;428712;537786;Empréstimo;23/04/2021;10.965,00;11.169,00;0;0,00;30,60
30/06/2021;A;225609;436240;332366;Empréstimo;21/07/2020;3.651,60;3.172,20;0;0,00;10,20
30/06/2021;A;225735;591329;421123;Empréstimo;03/12/2020;887,40;969,00;119;153,00;377,40
30/06/2021;A;225845;400023;531783;Empréstimo;16/04/2021;6.262,80;6.048,60;0;0,00;20,40
30/06/2021;A;226204;205422;456406;Empréstimo;20/01/2021;132,60;122,40;81;20,40;10,20
30/06/2021;A;226238;530427;542044;Empréstimo;30/04/2021;20.318,40;21.277,20;15;642,60;122,40
30/06/2021;A;226292;239752;341215;Empréstimo;04/08/2020;91,80;102,00;0;0,00;61,20
30/06/2021;A;226395;643450;368772;Empréstimo;17/09/2020;642,60;642,60;253;326,40;387,60
30/06/2021;A;226422;314563;441870;Financiamento;04/01/2021;4.263,60;4.161,60;0;0,00;10,20
30/06/2021;A;226693;630602;419763;Empréstimo;01/12/2020;7.680,60;7.160,40;0;0,00;20,40
30/06/2021;A;226784;251532;395833;Empréstimo;28/10/2020;6.364,80;5.916,00;0;0,00;20,40
30/06/2021;A;226853;208000;216901;Empréstimo;19/11/2020;306,00;306,00;81;30,60;183,60
30/06/2021;A;227036;337875;153002;Empréstimo;25/03/2019;9.210,60;5.222,40;0;0,00;20,40
30/06/2021;A;227165;272153;237949;Financiamento;09/03/2020;6.956,40;4.600,20;0;0,00;10,20
30/06/2021;A;227355;507109;146562;Financiamento;30/01/2019;4.692,00;1.346,40;0;0,00;10,20
30/06/2021;A;227579;486281;485758;Empréstimo;23/02/2021;173,40;122,40;0;0,00;10,20
30/06/2021;A;227786;334940;423554;Empréstimo;10/12/2020;510,00;469,20;145;275,40;183,60
30/06/2021;A;227979;177424;498674;Empréstimo;09/03/2021;11.617,80;11.475,00;0;0,00;30,60
30/06/2021;A;228040;255372;537410;Empréstimo;23/04/2021;1.305,60;1.101,60;0;0,00;10,20
30/06/2021;A;228731;237551;335267;Empréstimo;24/07/2020;826,20;867,00;0;0,00;10,20
30/06/2021;A;229130;423456;284118;Empréstimo;14/05/2020;469,20;438,60;232;102,00;255,00
30/06/2021;A;229151;336939;439139;Empréstimo;07/01/2021;14.953,20;13.076,40;0;0,00;40,80
30/06/2021;A;229399;451009;445149;Empréstimo;07/01/2021;4.794,00;4.957,20;123;785,40;2.713,20
30/06/2021;A;229463;510265;515918;Empréstimo;29/03/2021;836,40;805,80;60;193,80;316,20
30/06/2021;A;229610;554030;493020;Empréstimo;01/03/2021;1.326,00;1.336,20;15;61,20;10,20
30/06/2021;A;229786;336708;294404;Empréstimo;12/05/2020;377,40;193,80;0;0,00;51,00
30/06/2021;A;230449;567888;496928;Empréstimo;05/03/2021;14.851,20;14.106,60;0;0,00;40,80
30/06/2021;A;231206;674509;486746;Empréstimo;24/02/2021;224,40;234,60;105;91,80;51,00
30/06/2021;A;231220;429105;480808;Empréstimo;01/03/2021;2.203,20;2.213,40;20;71,40;40,80
30/06/2021;A;231817;572851;244679;Empréstimo;06/04/2020;51,00;30,60;263;30,60;20,40
30/06/2021;A;231979;367738;268856;Empréstimo;13/04/2020;3.417,00;2.937,60;0;0,00;10,20
30/06/2021;A;232022;193332;290769;Empréstimo;06/05/2020;428,40;326,40;0;0,00;81,60
30/06/2021;A;232101;600252;361729;Empréstimo;09/09/2020;4.539,00;4.151,40;0;0,00;10,20
30/06/2021;A;232189;415242;516392;Empréstimo;29/03/2021;13.617,00;12.882,60;0;0,00;40,80
30/06/2021;A;232195;415971;484135;Empréstimo;22/02/2021;4.243,20;4.386,00;0;0,00;10,20
30/06/2021;A;232270;616199;424620;Financiamento;10/12/2020;6.395,40;5.885,40;0;0,00;30,60
30/06/2021;A;232310;722266;205224;Empréstimo;02/12/2019;11.016,00;7.333,80;0;0,00;20,40
30/06/2021;A;232337;229482;436406;Financiamento;23/12/2020;8.486,40;4.477,80;0;0,00;30,60
30/06/2021;A;232513;412901;159658;Empréstimo;06/02/2020;1.377,00;1.193,40;53;102,00;714,00
30/06/2021;A;232565;463465;519227;Empréstimo;31/03/2021;2.244,00;2.376,60;0;0,00;10,20
30/06/2021;A;232776;508244;137805;Empréstimo;31/10/2018;6.609,60;2.998,80;0;0,00;10,20
30/06/2021;A;233295;520459;159192;Financiamento;24/04/2019;846,60;581,40;288;336,60;346,80
30/06/2021;A;233365;171125;178371;Empréstimo;20/08/2019;3.661,80;2.356,20;0;0,00;10,20
30/06/2021;A;233468;196313;291151;Empréstimo;07/05/2020;846,60;918,00;0;0,00;550,80
30/06/2021;A;233759;623729;469436;Empréstimo;08/02/2021;6.599,40;6.222,00;0;0,00;20,40
30/06/2021;A;234325;259132;573810;Empréstimo;11/06/2021;1.315,80;1.346,40;0;0,00;81,60
30/06/2021;A;234619;380892;423527;Financiamento;07/12/2020;2.131,80;1.876,80;0;0,00;10,20
30/06/2021;A;234630;543122;227544;Empréstimo;10/02/2020;6.232,20;4.049,40;0;0,00;20,40
30/06/2021;A;234747;209367;306670;Empréstimo;08/06/2020;2.560,20;2.244,00;0;0,00;10,20
30/06/2021;A;234766;332983;380532;Empréstimo;06/10/2020;122,40;132,60;0;0,00;30,60
30/06/2021;A;234911;730507;143512;Empréstimo;07/01/2019;12.729,60;5.844,60;0;0,00;20,40
30/06/2021;A;235093;447640;454251;Empréstimo;18/01/2021;4.671,60;4.029,00;0;0,00;10,20
30/06/2021;A;235312;512958;505660;Empréstimo;16/03/2021;4.406,40;3.447,60;0;0,00;20,40
30/06/2021;A;235347;447027;412842;Financiamento;24/11/2020;1.693,20;1.581,00;0;0,00;30,60
30/06/2021;A;235646;387554;557447;Empréstimo;17/05/2021;2.968,20;2.896,80;0;0,00;10,20
30/06/2021;A;235741;154968;306781;Empréstimo;05/06/2020;2.335,80;1.897,20;0;0,00;10,20
30/06/2021;A;235781;314127;342058;Empréstimo;10/08/2020;428,40;224,40;81;102,00;10,20
30/06/2021;A;235832;317357;146786;Financiamento;06/02/2019;8.486,40;4.518,60;0;0,00;10,20
30/06/2021;A;236497;295390;253281;Empréstimo;03/04/2020;530,40;571,20;0;0,00;346,80
30/06/2021;A;236504;385765;448245;Financiamento;11/01/2021;8.486,40;7.935,60;0;0,00;20,40
30/06/2021;A;236695;634896;491183;Empréstimo;26/02/2021;153,00;153,00;123;91,80;91,80
30/06/2021;A;236977;667368;572469;Empréstimo;07/06/2021;1.417,80;1.448,40;0;0,00;81,60
30/06/2021;A;237280;468383;246904;Empréstimo;01/04/2020;826,20;907,80;0;0,00;51,00
30/06/2021;A;237334;287975;352582;Financiamento;24/08/2020;2.988,60;2.437,80;0;0,00;10,20
30/06/2021;A;237428;562517;388181;Empréstimo;16/10/2020;1.917,60;1.713,60;0;0,00;10,20
30/06/2021;A;237625;367119;173886;Empréstimo;24/07/2019;3.447,60;3.202,80;0;0,00;1.254,60
30/06/2021;A;238072;562015;231604;Empréstimo;19/02/2020;765,00;591,60;166;183,60;326,40
30/06/2021;A;238243;237041;504085;Empréstimo;15/03/2021;938,40;897,60;0;0,00;10,20
30/06/2021;A;238363;585673;309233;Empréstimo;10/06/2020;642,60;663,00;324;306,00;397,80
30/06/2021;A;238364;585674;310125;Empréstimo;12/06/2020;642,60;663,00;319;306,00;397,80
30/06/2021;A;238368;585678;312398;Empréstimo;17/06/2020;1.285,20;1.336,20;309;601,80;795,60
30/06/2021;A;238379;526116;369328;Financiamento;18/09/2020;8.527,20;7.752,00;0;0,00;20,40
30/06/2021;A;238420;409328;195613;Empréstimo;22/11/2019;9.965,40;8.945,40;192;2.570,40;5.334,60
30/06/2021;A;238674;139777;252397;Empréstimo;03/04/2020;4.090,20;3.345,60;0;0,00;20,40
30/06/2021;A;238865;130734;560975;Financiamento;21/05/2021;4.263,60;4.335,00;0;0,00;10,20
30/06/2021;A;239130;358987;542639;Empréstimo;30/04/2021;244,80;265,20;60;61,20;102,00
30/06/2021;A;239295;654827;574396;Empréstimo;07/06/2021;326,40;336,60;0;0,00;10,20
30/06/2021;A;239389;192108;583160;Financiamento;24/06/2021;3.406,80;3.417,00;0;0,00;10,20
30/06/2021;A;239414;303657;298480;Financiamento;20/05/2020;8.527,20;7.293,00;0;0,00;20,40
30/06/2021;A;239970;312827;346537;Empréstimo;25/08/2020;856,80;693,60;0;0,00;10,20
30/06/2021;A;240130;491749;516910;Empréstimo;29/03/2021;1.009,80;1.060,80;90;357,00;581,40
30/06/2021;A;240573;725920;331646;Empréstimo;21/07/2020;3.417,00;2.754,00;0;0,00;20,40
30/06/2021;A;240734;508352;387153;Empréstimo;20/10/2020;3.417,00;3.090,60;0;0,00;20,40
30/06/2021;A;240747;724669;287555;Financiamento;25/05/2020;8.527,20;7.048,20;0;0,00;20,40
30/06/2021;A;240803;664241;518710;Empréstimo;30/03/2021;8.017,20;7.680,60;0;0,00;20,40
30/06/2021;A;240981;658052;489646;Empréstimo;26/02/2021;326,40;306,00;123;153,00;183,60
30/06/2021;A;241385;410535;454120;Financiamento;18/01/2021;4.906,20;2.978,40;0;0,00;20,40
30/06/2021;A;241505;318217;474577;Empréstimo;10/02/2021;4.365,60;3.529,20;0;0,00;20,40
30/06/2021;A;241557;570427;178901;Empréstimo;15/08/2019;4.171,80;1.876,80;0;0,00;10,20
30/06/2021;A;241619;576656;235672;Empréstimo;03/03/2020;1.122,00;999,60;267;428,40;601,80
30/06/2021;A;241675;253671;569649;Empréstimo;31/05/2021;387,60;357,00;0;0,00;20,40
30/06/2021;A;242109;186843;146760;Empréstimo;01/02/2019;8.486,40;4.712,40;0;0,00;10,20
30/06/2021;A;242320;313967;531155;Empréstimo;15/04/2021;867,00;856,80;0;0,00;20,40
30/06/2021;A;243064;646152;470741;Empréstimo;05/02/2021;663,00;622,20;20;30,60;10,20
30/06/2021;A;243122;572172;179036;Empréstimo;16/08/2019;5.283,60;3.733,20;0;0,00;10,20
30/06/2021;A;243575;484382;383619;Empréstimo;09/10/2020;1.285,20;1.356,60;171;326,40;816,00
30/06/2021;A;243737;649054;402551;Empréstimo;09/11/2020;1.060,80;1.030,20;20;40,80;244,80
30/06/2021;A;243860;506444;404058;Financiamento;11/11/2020;2.988,60;2.550,00;0;0,00;10,20
30/06/2021;A;244282;311884;148637;Empréstimo;13/02/2019;3.151,80;1.734,00;0;0,00;30,60
30/06/2021;A;244333;599334;447958;Empréstimo;11/01/2021;3.049,80;1.887,00;0;0,00;10,20
30/06/2021;A;244492;567278;442497;Empréstimo;05/01/2021;4.936,80;5.273,40;135;1.020,00;2.060,40
30/06/2021;A;244761;565704;370566;Empréstimo;21/09/2020;2.988,60;2.764,20;0;0,00;20,40
30/06/2021;A;244772;528356;280332;Empréstimo;20/04/2020;5.732,40;4.549,20;0;0,00;30,60
30/06/2021;A;244852;543792;526737;Empréstimo;09/04/2021;8.802,60;8.588,40;0;0,00;30,60
30/06/2021;A;244977;672348;478908;Empréstimo;24/02/2021;438,60;357,00;0;0,00;10,20
30/06/2021;A;245060;183584;526301;Empréstimo;09/04/2021;2.641,80;2.580,60;0;0,00;10,20
30/06/2021;A;245191;399545;446112;Empréstimo;11/01/2021;6.844,20;6.803,40;0;0,00;40,80
30/06/2021;A;245277;541258;425112;Financiamento;09/12/2020;6.528,00;5.722,20;0;0,00;20,40
30/06/2021;A;245827;500976;211562;Financiamento;23/12/2019;8.527,20;5.283,60;0;0,00;20,40
30/06/2021;A;246283;236790;225592;Empréstimo;07/02/2020;2.896,80;1.948,20;0;0,00;10,20
30/06/2021;A;246284;236791;129539;Empréstimo;05/07/2018;7.762,20;3.376,20;0;0,00;10,20
30/06/2021;A;246335;689015;496701;Financiamento;05/03/2021;8.486,40;8.496,60;0;0,00;51,00
30/06/2021;A;246340;282272;331867;Financiamento;21/07/2020;3.988,20;4.324,80;255;1.479,00;2.580,60
30/06/2021;A;247111;503261;500047;Empréstimo;09/03/2021;2.856,00;2.733,60;0;0,00;20,40
30/06/2021;A;247193;369979;473072;Empréstimo;12/02/2021;7.690,80;7.609,20;0;0,00;20,40
30/06/2021;A;248066;497731;126718;Empréstimo;14/05/2018;3.988,20;479,40;112;499,80;265,20
30/06/2021;A;248271;251768;227956;Empréstimo;13/02/2020;6.456,60;4.712,40;0;0,00;10,20
30/06/2021;A;248277;133459;546967;Empréstimo;04/05/2021;2.121,60;2.060,40;0;0,00;10,20
30/06/2021;A;248379;518353;144411;Empréstimo;25/05/2020;999,60;867,00;20;30,60;336,60
30/06/2021;A;248860;471940;299559;Financiamento;22/05/2020;5.477,40;4.508,40;0;0,00;30,60
30/06/2021;A;248935;499702;263794;Empréstimo;07/04/2020;102,00;112,20;0;0,00;61,20
30/06/2021;A;248975;132954;462528;Financiamento;22/02/2021;1.703,40;1.448,40;0;0,00;856,80
30/06/2021;A;249161;192252;547070;Empréstimo;05/05/2021;6.589,20;6.426,00;0;0,00;20,40
30/06/2021;A;249186;396059;437533;Empréstimo;29/12/2020;91,80;91,80;80;30,60;10,20
30/06/2021;A;249261;555253;237081;Empréstimo;09/03/2020;3.080,40;2.080,80;0;0,00;10,20
30/06/2021;A;249332;403089;247397;Empréstimo;12/11/2020;142,80;132,60;51;10,20;51,00
30/06/2021;A;249606;669911;434454;Financiamento;21/12/2020;4.263,60;3.916,80;0;0,00;10,20
30/06/2021;A;249866;233723;513221;Empréstimo;25/03/2021;4.406,40;2.590,80;0;0,00;10,20
30/06/2021;A;250123;557224;453744;Empréstimo;18/01/2021;1.407,60;1.224,00;0;0,00;10,20
30/06/2021;A;250228;610888;255778;Empréstimo;03/04/2020;214,20;102,00;192;112,20;61,20
30/06/2021;A;250300;365541;183227;Empréstimo;09/09/2019;8.486,40;4.355,40;0;0,00;30,60
30/06/2021;A;250346;663763;563989;Empréstimo;24/06/2021;1.183,20;1.193,40;0;0,00;71,40
30/06/2021;A;250368;314805;435804;Empréstimo;23/12/2020;3.417,00;3.294,60;0;0,00;20,40
30/06/2021;A;250377;339078;225598;Financiamento;06/02/2020;6.395,40;5.508,00;110;805,80;2.152,20
30/06/2021;A;250579;484039;149994;Empréstimo;25/02/2019;8.802,60;3.743,40;102;1.152,60;877,20
