COOPERATIVA;CPF;CONTA;CONTRATO;DSPRODUTO;DTCONTRATO;VLCONTRATO;VLPARCELA;QTPARCELAS
A;341833;248488;598046;Empréstimo;05/07/2021;1.275,00;40,80;48
A;341852;325748;483391;Empréstimo;19/02/2021;4.375,80;275,40;18
A;341871;213865;232192;Empréstimo;20/02/2020;3.519,00;142,80;36
A;341978;392365;150129;Financiamento;26/02/2019;428,40;40,80;12
A;342006;256702;486105;Empréstimo;25/02/2021;6.609,60;244,80;36
A;342015;534740;196662;Empréstimo;31/10/2019;40,80;0,00;32
A;342020;534745;184428;Empréstimo;12/09/2019;1.907,40;112,20;23
A;342110;625528;402044;Empréstimo;10/11/2020;132,60;10,20;36
A;342156;237714;453539;Empréstimo;18/01/2021;438,60;20,40;24
A;342206;711935;709453;Empréstimo;29/11/2021;1.020,00;122,40;10
A;342401;281596;361124;Empréstimo;08/09/2020;2.988,60;122,40;36
A;342652;524418;264626;Empréstimo;08/04/2020;1.152,60;316,20;4
A;342785;439512;373400;Empréstimo;25/09/2020;2.131,80;81,60;36
A;342788;439515;547283;Financiamento;27/05/2021;3.814,80;112,20;48
A;342980;373041;316621;Empréstimo;25/06/2020;856,80;30,60;36
A;343042;416483;329426;Empréstimo;24/07/2020;1.142,40;40,80;48
A;343170;446724;159457;Financiamento;29/04/2019;6.793,20;357,00;24
A;343470;297468;478196;Empréstimo;17/02/2021;3.315,00;132,60;36
A;343637;661167;674425;Empréstimo;08/10/2021;2.284,80;142,80;24
A;343798;509894;419414;Empréstimo;01/12/2020;7.119,60;244,80;48
A;344010;168238;486095;Empréstimo;26/02/2021;5.773,20;214,20;48
A;344085;257609;417762;Empréstimo;30/11/2020;459,00;51,00;10
A;344165;385391;136885;Empréstimo;03/12/2018;1.234,20;30,60;60
A;344170;499993;266896;Empréstimo;12/11/2020;183,60;10,20;60
A;344250;543277;181475;Empréstimo;29/08/2019;887,40;40,80;36
A;344267;335009;249958;Empréstimo;02/04/2020;91,80;51,00;2
A;344299;386347;479367;Financiamento;17/02/2021;12.454,20;377,40;48
A;344405;686948;706945;Empréstimo;24/11/2021;469,20;51,00;10
A;344914;351571;334073;Empréstimo;22/07/2020;81,60;0,00;24
A;344951;698893;686356;Empréstimo;27/10/2021;8.027,40;326,40;48
A;345056;280291;571532;Empréstimo;01/06/2021;2.121,60;112,20;24
A;345153;671475;436102;Empréstimo;29/12/2020;5.548,80;173,40;48
A;345181;282619;484538;Empréstimo;23/02/2021;8.190,60;214,20;60
A;345239;387909;426150;Empréstimo;10/12/2020;1.387,20;81,60;24
A;345293;263485;370580;Financiamento;30/09/2020;8.904,60;234,60;60
A;345407;533303;701895;Empréstimo;16/11/2021;4.712,40;183,60;48
A;345417;261509;420304;Empréstimo;03/12/2020;3.100,80;102,00;48
A;346001;336467;365317;Empréstimo;14/09/2020;428,40;40,80;10
A;346016;423652;201005;Empréstimo;28/11/2019;2.029,80;81,60;36
A;346164;686119;636014;Empréstimo;30/08/2021;877,20;40,80;36
A;346336;457600;432022;Empréstimo;17/12/2020;530,40;20,40;36
A;346367;690846;650337;Empréstimo;08/09/2021;897,60;102,00;10
A;346384;344179;460728;Empréstimo;27/01/2021;2.203,20;61,20;48
A;346494;298936;363102;Empréstimo;15/09/2020;4.396,20;122,40;48
A;346499;341708;497812;Empréstimo;08/03/2021;2.794,80;255,00;12
A;346658;577764;624837;Empréstimo;20/08/2021;877,20;30,60;48
A;346714;671090;729381;Empréstimo;28/12/2021;877,20;102,00;12
A;346910;296696;268866;Empréstimo;09/04/2020;71,40;30,60;3
A;346915;296701;339765;Empréstimo;31/07/2020;387,60;224,40;2
A;346920;296706;151177;Empréstimo;06/03/2019;979,20;30,60;48
A;346930;658079;464229;Empréstimo;03/02/2021;4.406,40;153,00;48
A;347045;566335;269457;Empréstimo;09/04/2020;91,80;102,00;2
A;347229;208057;526846;Financiamento;15/04/2021;8.139,60;295,80;36
A;347283;294136;548564;Empréstimo;06/05/2021;12.729,60;683,40;23
A;347489;313938;186729;Empréstimo;04/10/2019;5.477,40;214,20;36
A;347516;310596;249972;Empréstimo;02/04/2020;714,00;316,20;3
A;347524;709115;690838;Empréstimo;01/11/2021;510,00;61,20;10
A;348233;298516;607263;Empréstimo;14/07/2021;1.540,20;61,20;36
A;348326;483112;247902;Empréstimo;01/04/2020;285,60;10,20;60
A;348334;483120;146865;Empréstimo;31/01/2019;5.589,60;153,00;60
A;348389;561967;296499;Financiamento;15/05/2020;2.560,20;91,80;36
A;348502;257420;311720;Empréstimo;16/06/2020;2.876,40;91,80;60
A;348650;508467;445069;Empréstimo;07/01/2021;2.335,80;112,20;27
A;348797;713120;630596;Empréstimo;16/08/2021;346,80;40,80;9
A;348956;304674;734127;Financiamento;29/12/2021;3.457,80;102,00;60
A;348996;493105;358500;Empréstimo;04/09/2020;1.703,40;183,60;10
A;349091;266407;405515;Empréstimo;17/11/2020;1.795,20;40,80;48
A;349651;593657;380927;Empréstimo;07/10/2020;642,60;40,80;20
A;349725;387003;501594;Empréstimo;11/03/2021;4.406,40;153,00;48
A;349938;322141;474492;Empréstimo;10/02/2021;2.550,00;81,60;48
A;350285;624484;665934;Empréstimo;27/09/2021;683,40;81,60;10
A;350408;278174;328390;Empréstimo;14/07/2020;4.692,00;163,20;48
A;351039;206984;449885;Empréstimo;13/01/2021;663,00;30,60;24
A;351094;227645;282668;Empréstimo;23/04/2020;418,20;122,40;4
A;351110;644128;352386;Empréstimo;24/08/2020;1.285,20;51,00;36
A;351209;682475;548015;Empréstimo;05/05/2021;2.203,20;91,80;36
A;351230;344262;595740;Empréstimo;30/06/2021;91,80;10,20;8
A;351240;344272;732525;Empréstimo;28/12/2021;1.438,20;163,20;10
A;351291;569256;460095;Empréstimo;26/01/2021;867,00;81,60;12
A;351452;446171;468680;Empréstimo;08/02/2021;7.772,40;275,40;48
A;351551;687741;492711;Financiamento;16/07/2021;46.920,00;754,80;120
A;351714;277870;297449;Empréstimo;18/05/2020;8.537,40;265,20;48
A;351731;433098;574318;Empréstimo;07/06/2021;2.621,40;244,80;12
A;351913;205594;273449;Empréstimo;13/04/2020;204,00;81,60;3
A;352056;701655;711594;Empréstimo;29/11/2021;1.009,80;112,20;10
A;352178;387859;244952;Empréstimo;31/03/2020;14.708,40;703,80;24
A;352186;199868;347944;Empréstimo;17/08/2020;4.263,60;132,60;48
A;352468;3611;426296;Financiamento;10/12/2020;6.395,40;193,80;48
A;352476;393640;517021;Empréstimo;29/03/2021;1.683,00;193,80;10
A;352525;168596;633356;Empréstimo;18/08/2021;2.437,80;224,40;12
A;352734;711131;706813;Empréstimo;24/11/2021;397,80;40,80;10
A;353464;298741;249489;Empréstimo;01/04/2020;469,20;183,60;3
A;353581;410317;510829;Empréstimo;23/03/2021;224,40;20,40;13
A;353761;725856;329142;Empréstimo;15/07/2020;122,40;0,00;48
A;353826;184664;582966;Empréstimo;15/06/2021;6.211,80;183,60;48
A;353842;234590;157472;Empréstimo;17/04/2019;3.998,40;142,80;36
A;354011;315744;253396;Empréstimo;03/04/2020;122,40;40,80;4
A;354212;289461;490548;Empréstimo;26/02/2021;1.336,20;153,00;10
A;354308;521483;606473;Financiamento;14/07/2021;7.333,80;214,20;60
A;354363;713440;731145;Empréstimo;28/12/2021;1.193,40;132,60;10
A;354812;694317;562433;Empréstimo;27/05/2021;224,40;20,40;12
A;354837;695764;690053;Empréstimo;01/11/2021;316,20;40,80;10
A;354935;676106;566242;Empréstimo;27/05/2021;469,20;51,00;10
A;355228;257697;264593;Empréstimo;08/04/2020;469,20;163,20;3
A;355356;239216;220947;Empréstimo;23/01/2020;1.764,60;51,00;48
A;355513;196758;407774;Empréstimo;16/11/2020;6.364,80;214,20;48
A;355716;377769;414574;Empréstimo;24/11/2020;2.499,00;81,60;48
A;355859;485834;493284;Empréstimo;02/03/2021;2.193,00;112,20;24
A;355890;290574;649283;Empréstimo;06/09/2021;928,20;51,00;27
A;356350;500813;356137;Empréstimo;28/08/2020;153,00;20,40;10
A;356487;724762;246475;Empréstimo;31/03/2020;91,80;102,00;1
A;356751;557428;334166;Empréstimo;22/07/2020;4.263,60;173,40;36
A;357301;487088;231625;Empréstimo;19/02/2020;2.927,40;91,80;48
A;357318;673460;616492;Financiamento;29/07/2021;2.560,20;132,60;24
A;357533;437252;414014;Financiamento;26/11/2020;12.943,80;397,80;48
A;357775;179249;480202;Empréstimo;19/02/2021;9.985,80;346,80;48
A;357791;200522;311623;Empréstimo;23/10/2020;163,20;10,20;48
A;358023;715378;688206;Empréstimo;29/10/2021;5.344,80;183,60;48
A;358059;275437;693618;Empréstimo;03/11/2021;7.639,80;285,60;48
A;358160;204844;576580;Empréstimo;08/06/2021;1.754,40;91,80;24
A;358273;576280;631196;Empréstimo;16/08/2021;1.009,80;51,00;36
A;358294;590581;428056;Empréstimo;11/12/2020;4.671,60;142,80;48
A;358581;576871;569492;Empréstimo;31/05/2021;550,80;20,40;60
A;358616;555953;269918;Empréstimo;14/04/2020;561,00;20,40;48
A;358733;580642;240277;Empréstimo;12/03/2020;1.417,80;71,40;36
A;358840;566699;391728;Financiamento;22/10/2020;3.610,80;112,20;48
A;358845;413475;227094;Empréstimo;10/02/2020;2.203,20;81,60;36
A;358957;662376;542322;Empréstimo;30/04/2021;1.407,60;51,00;37
A;358990;204789;362725;Empréstimo;09/09/2020;642,60;20,40;36
A;359161;494494;665358;Empréstimo;27/09/2021;724,20;81,60;10
A;359241;545469;344704;Empréstimo;10/08/2020;744,60;40,80;24
A;359299;615047;547635;Empréstimo;13/05/2021;459,00;20,40;24
A;359346;729275;272570;Empréstimo;13/04/2020;214,20;20,40;12
A;359379;280914;675996;Empréstimo;11/10/2021;1.438,20;163,20;10
A;359468;178583;423022;Financiamento;07/12/2020;8.486,40;255,00;48
A;359502;601532;345480;Empréstimo;10/08/2020;2.886,60;91,80;48
A;359634;729292;595629;Empréstimo;30/06/2021;316,20;10,20;36
A;359675;446840;205706;Empréstimo;06/12/2019;1.764,60;91,80;30
A;359758;513892;263954;Empréstimo;07/04/2020;2.968,20;142,80;26
A;359927;639754;528098;Empréstimo;12/04/2021;2.203,20;71,40;48
A;359937;210369;220313;Empréstimo;21/01/2020;2.203,20;112,20;24
A;360010;224237;189489;Empréstimo;07/10/2019;3.519,00;142,80;36
A;360055;477309;509122;Empréstimo;26/03/2021;397,80;10,20;48
A;360189;588665;417937;Financiamento;04/12/2020;4.263,60;132,60;48
A;360264;222594;597739;Financiamento;05/07/2021;11.179,20;336,60;48
A;360322;200968;661225;Empréstimo;21/09/2021;2.223,60;102,00;36
A;360373;558137;658237;Empréstimo;17/09/2021;1.315,80;81,60;24
A;360533;303122;362985;Empréstimo;10/09/2020;204,00;234,60;1
A;360558;641448;707089;Financiamento;26/11/2021;8.486,40;204,00;60
A;361086;310231;247174;Empréstimo;01/04/2020;193,80;81,60;3
A;361121;678826;587840;Empréstimo;22/06/2021;877,20;51,00;24
A;361220;267099;621583;Empréstimo;04/08/2021;3.070,20;112,20;36
A;361405;364891;430378;Empréstimo;15/12/2020;5.824,20;193,80;48
A;361435;418532;221662;Empréstimo;24/01/2020;2.641,80;112,20;36
A;361499;410770;370500;Empréstimo;21/09/2020;1.285,20;51,00;36
A;361742;654895;506348;Empréstimo;22/03/2021;224,40;20,40;12
A;361835;666631;565426;Financiamento;26/05/2021;5.334,60;204,00;36
A;362289;630158;467167;Empréstimo;04/02/2021;51,00;0,00;12
A;362463;699920;549522;Empréstimo;19/05/2021;2.111,40;112,20;24
A;362500;205147;498716;Empréstimo;10/03/2021;173,40;20,40;12
A;362619;573882;563606;Financiamento;24/05/2021;1.693,20;61,20;36
A;362660;210518;135902;Financiamento;05/10/2018;1.397,40;40,80;60
A;362741;353419;541493;Financiamento;30/04/2021;5.538,60;153,00;48
A;362768;325994;357444;Empréstimo;31/08/2020;4.243,20;163,20;36
A;362806;472076;484275;Empréstimo;22/02/2021;316,20;30,60;10
A;362859;455834;356510;Empréstimo;28/08/2020;4.263,60;173,40;36
A;362895;565023;260972;Empréstimo;07/04/2020;71,40;30,60;3
A;363290;218085;321025;Empréstimo;06/07/2020;1.305,60;40,80;48
A;363324;244076;580489;Empréstimo;11/06/2021;132,60;20,40;10
A;363397;322254;150308;Financiamento;27/02/2019;2.988,60;91,80;48
A;363531;606093;375539;Empréstimo;28/09/2020;112,20;10,20;10
A;363851;392758;424318;Empréstimo;08/12/2020;4.396,20;224,40;24
A;364034;240983;429433;Financiamento;04/02/2021;58.038,00;816,00;180
A;364105;310497;260514;Empréstimo;07/04/2020;112,20;40,80;3
A;364175;619127;585907;Empréstimo;18/06/2021;1.020,00;40,80;36
A;364343;204565;546206;Empréstimo;03/05/2021;7.446,00;214,20;48
A;364478;637881;470451;Empréstimo;09/02/2021;5.324,40;234,60;36
A;364676;378215;688992;Empréstimo;01/11/2021;1.009,80;112,20;10
A;364767;325785;269067;Empréstimo;09/04/2020;142,80;30,60;3
A;364838;659082;526778;Empréstimo;09/04/2021;652,80;61,20;12
A;364891;569405;503226;Empréstimo;30/03/2021;2.203,20;71,40;48
A;364970;728398;437287;Empréstimo;31/12/2020;1.285,20;51,00;36
A;365030;501585;151300;Empréstimo;06/03/2019;3.519,00;142,80;36
A;365198;510337;134447;Financiamento;20/09/2018;846,60;40,80;24
A;365292;676222;442932;Empréstimo;12/01/2021;1.744,20;163,20;12
A;365511;480782;255398;Empréstimo;03/04/2020;275,40;91,80;3
A;365545;692326;709657;Empréstimo;29/11/2021;1.213,80;142,80;10
A;365564;310043;354752;Empréstimo;31/08/2020;1.540,20;51,00;48
A;365617;405849;428688;Empréstimo;14/12/2020;438,60;20,40;36
A;365639;568770;649419;Financiamento;06/09/2021;8.537,40;438,60;24
A;365751;385859;192003;Financiamento;24/10/2019;11.158,80;336,60;48
A;365860;626316;641792;Empréstimo;30/08/2021;224,40;10,20;24
A;365893;488029;253568;Empréstimo;03/04/2020;357,00;132,60;3
A;366032;325445;429144;Empréstimo;17/12/2020;2.978,40;122,40;36
A;366104;205094;155022;Financiamento;01/04/2019;6.874,80;214,20;48
A;366271;584539;201853;Empréstimo;21/11/2019;2.203,20;102,00;36
A;366339;492544;192726;Empréstimo;05/11/2019;2.091,00;91,80;36
A;366733;575594;353532;Empréstimo;25/08/2020;4.263,60;153,00;48
A;366899;530152;272645;Empréstimo;13/04/2020;132,60;10,20;12
A;366990;295270;201478;Financiamento;28/11/2019;6.599,40;214,20;48
A;367047;640844;433345;Empréstimo;18/12/2020;3.559,80;112,20;47
A;367468;564181;645262;Empréstimo;01/09/2021;1.397,40;153,00;10
A;367488;716813;730440;Empréstimo;28/12/2021;469,20;51,00;10
A;367709;247212;164930;Empréstimo;30/05/2019;2.550,00;81,60;48
A;368060;351816;251044;Empréstimo;02/04/2020;244,80;132,60;2
A;368104;348156;126721;Financiamento;11/05/2018;5.518,20;173,40;48
A;368187;728679;593446;Empréstimo;29/06/2021;479,40;51,00;10
A;368280;719070;703141;Empréstimo;18/11/2021;10.465,20;408,00;48
A;368307;356101;666757;Empréstimo;27/09/2021;51,00;10,20;10
A;368384;726758;528067;Empréstimo;12/04/2021;2.550,00;81,60;48
A;368409;522675;272357;Empréstimo;13/04/2020;183,60;51,00;4
A;368503;600620;492526;Empréstimo;01/03/2021;10.608,00;367,20;48
A;368573;524551;139403;Empréstimo;23/11/2018;6.191,40;275,40;36
A;368730;424539;306805;Empréstimo;04/06/2020;12.801,00;336,60;60
A;369223;638661;478208;Empréstimo;12/02/2021;224,40;10,20;24
A;369424;501438;366856;Financiamento;15/09/2020;8.527,20;224,40;60
A;369862;343386;260760;Empréstimo;07/04/2020;163,20;102,00;2
A;369925;320566;599151;Financiamento;16/07/2021;8.160,00;244,80;48
A;370147;473260;158718;Financiamento;01/06/2020;632,40;20,40;60
A;370185;199545;673283;Empréstimo;08/10/2021;112,20;0,00;48
A;370229;535948;191772;Empréstimo;16/10/2019;224,40;20,40;12
A;370672;390660;514431;Empréstimo;26/03/2021;5.773,20;499,80;13
A;370751;200225;315108;Empréstimo;23/06/2020;18.329,40;836,40;24
A;371117;489465;562262;Empréstimo;24/05/2021;1.672,80;61,20;36
A;371118;489466;369665;Empréstimo;21/09/2020;3.396,60;132,60;37
A;371293;386334;661095;Empréstimo;22/09/2021;2.223,60;91,80;36
A;372116;234987;424593;Empréstimo;08/12/2020;2.335,80;112,20;27
A;372527;222353;599379;Empréstimo;05/07/2021;3.733,20;132,60;48
A;372555;418957;258022;Empréstimo;06/04/2020;1.683,00;856,80;4
A;372709;406367;167411;Empréstimo;12/06/2019;469,20;20,40;36
A;372771;544173;282142;Empréstimo;22/04/2020;295,80;91,80;4
A;372988;558071;649728;Empréstimo;08/09/2021;663,00;40,80;24
A;373142;655106;562329;Empréstimo;24/05/2021;1.315,80;71,40;24
A;373155;649027;586433;Empréstimo;21/06/2021;530,40;51,00;12
A;373197;677426;446141;Financiamento;18/01/2021;2.713,20;91,80;36
A;373267;272870;179714;Empréstimo;14/05/2020;805,80;30,60;48
A;373388;222160;168893;Financiamento;21/06/2019;642,60;20,40;48
A;373392;602761;442182;Empréstimo;05/01/2021;10.873,20;367,20;48
A;373444;489096;635543;Empréstimo;20/08/2021;1.846,20;71,40;42
A;373461;2202;340096;Empréstimo;03/08/2020;1.703,40;71,40;36
A;373652;690612;732728;Empréstimo;28/12/2021;734,40;81,60;10
A;374125;369273;466917;Empréstimo;08/02/2021;7.313,40;255,00;48
A;374250;648786;588238;Empréstimo;22/06/2021;1.315,80;91,80;18
A;374381;422198;567799;Empréstimo;31/05/2021;1.101,60;61,20;24
A;374555;199910;533203;Empréstimo;30/04/2021;663,00;30,60;24
A;374649;256391;350820;Financiamento;08/12/2020;31.130,40;550,80;120
A;374654;707361;713875;Empréstimo;30/11/2021;1.101,60;122,40;10
A;374774;529258;500916;Empréstimo;10/03/2021;5.304,00;173,40;44
A;374791;491079;480891;Financiamento;17/02/2021;2.346,00;71,40;48
A;374832;286257;580936;Empréstimo;11/06/2021;2.590,80;91,80;48
A;374883;467222;332697;Empréstimo;21/07/2020;775,20;20,40;60
A;374966;433641;445678;Financiamento;08/01/2021;2.131,80;61,20;48
A;375052;274813;318056;Empréstimo;29/06/2020;4.671,60;142,80;45
A;375061;502407;372599;Empréstimo;24/09/2020;1.224,00;51,00;36
A;375144;424490;331986;Empréstimo;20/07/2020;428,40;20,40;24
A;375402;708879;729904;Empréstimo;28/12/2021;397,80;51,00;10
A;375454;544997;639709;Financiamento;30/08/2021;8.537,40;275,40;48
A;375488;525749;667072;Empréstimo;27/09/2021;1.683,00;193,80;10
A;375506;339545;391063;Financiamento;21/10/2020;8.486,40;234,60;50
A;375522;399151;631411;Financiamento;16/08/2021;8.537,40;306,00;36
A;375680;339158;167399;Empréstimo;06/02/2020;2.050,20;71,40;48
A;375756;604536;327971;Financiamento;15/07/2020;10.893,60;306,00;48
A;375788;628711;413157;Financiamento;10/03/2021;8.486,40;224,40;60
A;376105;266507;250403;Empréstimo;02/04/2020;244,80;91,80;3
A;376117;315374;255259;Empréstimo;03/04/2020;387,60;244,80;2
A;376133;369051;443408;Empréstimo;06/01/2021;601,80;20,40;41
A;376251;586719;714919;Empréstimo;09/12/2021;336,60;30,60;12
A;376254;449084;233474;Empréstimo;26/02/2020;448,80;10,20;45
A;376322;647531;515798;Empréstimo;29/03/2021;1.040,40;122,40;10
A;376332;629007;548024;Empréstimo;06/05/2021;1.315,80;51,00;36
A;376387;382165;381426;Empréstimo;08/10/2020;520,20;51,00;12
A;376492;413073;529260;Financiamento;16/04/2021;8.486,40;224,40;48
A;376780;400732;180198;Empréstimo;23/08/2019;1.234,20;40,80;36
A;377016;200344;193167;Financiamento;24/10/2019;8.904,60;275,40;48
A;377100;249732;420580;Financiamento;03/12/2020;5.089,80;255,00;24
A;377186;685137;643820;Empréstimo;01/09/2021;306,00;30,60;10
A;377597;617111;534889;Empréstimo;19/04/2021;265,20;10,20;60
A;377677;517223;706506;Empréstimo;24/11/2021;2.203,20;102,00;36
A;377847;502618;138576;Empréstimo;13/11/2018;2.091,00;71,40;48
A;377848;645991;350104;Empréstimo;24/08/2020;4.477,80;173,40;36
A;377856;534295;323612;Empréstimo;13/07/2020;2.223,60;81,60;48
A;377920;560016;487040;Empréstimo;24/02/2021;1.275,00;71,40;24
A;377930;648953;603671;Empréstimo;12/07/2021;561,00;20,40;36
A;377935;635866;702940;Financiamento;30/11/2021;2.560,20;91,80;48
A;377944;387573;174649;Empréstimo;01/08/2019;2.937,60;91,80;48
A;378065;297950;316299;Empréstimo;26/06/2020;11.352,60;346,80;48
A;378087;523105;184511;Empréstimo;02/10/2019;6.599,40;224,40;48
A;378158;262080;308531;Empréstimo;09/06/2020;163,20;20,40;10
A;378184;513978;178992;Empréstimo;26/08/2019;1.407,60;51,00;48
A;378199;619408;475032;Empréstimo;10/02/2021;2.417,40;102,00;36
A;378316;292639;424120;Empréstimo;08/12/2020;3.967,80;132,60;48
A;378373;204662;323989;Empréstimo;13/07/2020;357,00;10,20;36
A;378388;263436;375692;Empréstimo;28/09/2020;3.417,00;102,00;48
A;378421;420017;709304;Empréstimo;30/11/2021;8.904,60;346,80;48
A;378523;372542;180939;Financiamento;28/08/2019;4.131,00;132,60;48
A;378832;384986;134492;Empréstimo;26/09/2018;2.672,40;91,80;48
A;378859;257580;377144;Empréstimo;30/09/2020;428,40;20,40;36
A;378868;338667;575828;Empréstimo;07/06/2021;3.100,80;102,00;48
A;379207;263658;587205;Financiamento;21/06/2021;3.457,80;91,80;60
A;379281;190793;516606;Empréstimo;29/03/2021;214,20;20,40;10
A;379308;662532;601568;Empréstimo;08/07/2021;438,60;20,40;24
A;379462;597019;209941;Empréstimo;17/12/2019;663,00;40,80;20
A;379654;402195;210530;Empréstimo;23/12/2019;2.652,00;102,00;36
A;379673;246651;178264;Empréstimo;13/08/2019;3.927,00;132,60;48
A;379709;425603;673435;Empréstimo;06/10/2021;6.742,20;234,60;47
A;379757;566751;656913;Empréstimo;15/09/2021;1.101,60;51,00;36
A;379820;533596;570958;Empréstimo;01/06/2021;2.193,00;122,40;24
A;379822;601101;448116;Empréstimo;11/01/2021;958,80;61,20;18
A;380394;265531;625556;Empréstimo;10/08/2021;1.754,40;91,80;24
A;380441;310186;401609;Empréstimo;06/11/2020;4.100,40;122,40;48
A;380552;242484;273055;Empréstimo;13/04/2020;142,80;51,00;3
A;380582;355874;379164;Empréstimo;05/10/2020;1.489,20;61,20;36
A;380829;532540;629256;Empréstimo;17/08/2021;2.254,20;91,80;48
A;380920;331685;561447;Empréstimo;28/05/2021;438,60;40,80;12
A;381198;255430;216724;Empréstimo;13/01/2020;2.815,20;71,40;48
A;381276;284469;286038;Empréstimo;29/04/2020;367,20;244,80;2
A;381622;302378;601966;Empréstimo;08/07/2021;2.641,80;102,00;36
A;381625;677184;667371;Empréstimo;27/09/2021;826,20;91,80;10
A;381720;726787;237565;Empréstimo;06/03/2020;3.100,80;132,60;30
A;381811;484250;365833;Empréstimo;14/09/2020;4.243,20;142,80;44
A;382001;196343;524178;Empréstimo;09/04/2021;2.009,40;102,00;24
A;382028;344795;287591;Empréstimo;04/05/2020;6.925,80;234,60;48
A;382110;706001;589534;Empréstimo;24/06/2021;5.732,40;255,00;36
A;382229;309518;275719;Empréstimo;14/04/2020;102,00;30,60;4
A;382437;729844;160642;Financiamento;03/03/2020;714,00;20,40;60
A;382556;638820;375894;Empréstimo;29/09/2020;153,00;40,80;4
A;382687;227639;684900;Empréstimo;25/10/2021;4.457,40;183,60;48
A;382915;274301;224919;Empréstimo;03/02/2020;4.875,60;183,60;36
A;383198;731386;341957;Financiamento;26/11/2020;61.506,00;754,80;240
A;383479;468443;387993;Empréstimo;16/10/2020;6.793,20;204,00;48
A;383746;206118;412597;Empréstimo;23/11/2020;4.263,60;224,40;24
A;383812;256379;183447;Empréstimo;27/07/2020;826,20;30,60;60
A;383815;256382;332570;Empréstimo;27/07/2020;1.366,80;40,80;60
A;384079;355634;258665;Empréstimo;06/04/2020;469,20;193,80;3
A;384272;349333;187043;Empréstimo;26/09/2019;4.406,40;102,00;60
A;384329;446804;195051;Empréstimo;06/11/2019;6.517,80;265,20;36
A;384405;247076;640026;Empréstimo;27/08/2021;8.904,60;346,80;36
A;384439;534290;351518;Financiamento;21/08/2020;5.630,40;173,40;48
A;384611;580652;380721;Financiamento;08/10/2020;9.955,20;295,80;48
A;384680;290074;232629;Empréstimo;21/02/2020;2.550,00;102,00;36
A;384756;442259;181961;Financiamento;02/09/2019;5.865,00;173,40;48
A;384801;422605;332557;Empréstimo;21/07/2020;2.458,20;153,00;18
A;384910;541887;208884;Empréstimo;06/01/2020;877,20;51,00;24
A;385051;501398;546002;Empréstimo;03/05/2021;1.060,80;30,60;48
A;385305;680575;650032;Empréstimo;14/09/2021;4.845,00;193,80;48
A;385491;378844;212898;Empréstimo;02/01/2020;4.885,80;183,60;36
A;385537;713898;730203;Empréstimo;28/12/2021;234,60;30,60;10
A;385631;645993;600024;Empréstimo;07/07/2021;1.601,40;285,60;6
A;385701;680758;524900;Empréstimo;14/04/2021;1.764,60;71,40;36
A;385735;604006;407158;Empréstimo;13/11/2020;3.417,00;142,80;36
A;385800;275343;408679;Empréstimo;18/11/2020;1.285,20;30,60;48
A;385817;515704;667185;Empréstimo;27/09/2021;234,60;30,60;10
A;385847;343497;254955;Empréstimo;03/04/2020;40,80;10,20;4
A;385881;274822;404020;Empréstimo;10/11/2020;856,80;30,60;36
A;385948;643671;682812;Empréstimo;16/12/2021;132,60;10,20;36
A;386011;680327;617294;Empréstimo;30/07/2021;479,40;51,00;10
A;386411;391385;483512;Financiamento;19/02/2021;8.486,40;255,00;48
A;386482;254037;351466;Empréstimo;20/08/2020;214,20;10,20;36
A;386620;590309;539900;Empréstimo;27/04/2021;346,80;40,80;10
A;386788;361230;360068;Empréstimo;04/09/2020;7.180,80;244,80;48
A;386922;571366;268472;Empréstimo;09/04/2020;51,00;0,00;24
A;386974;357716;645131;Empréstimo;01/09/2021;1.009,80;112,20;10
A;386989;517160;150879;Financiamento;22/03/2019;846,60;40,80;24
A;387045;519849;191824;Empréstimo;14/10/2019;1.866,60;183,60;12
A;387110;410146;697574;Financiamento;09/11/2021;3.202,80;163,20;24
A;387310;208897;161201;Empréstimo;16/05/2019;2.550,00;81,60;48
A;387478;378013;726541;Empréstimo;21/12/2021;2.611,20;255,00;12
A;387501;604854;407949;Empréstimo;16/11/2020;326,40;30,60;12
A;387514;512776;257841;Empréstimo;06/04/2020;51,00;20,40;3
A;387673;563876;633454;Empréstimo;19/08/2021;1.754,40;122,40;18
A;387888;655368;543987;Empréstimo;30/04/2021;693,60;81,60;10
A;388074;426274;328579;Empréstimo;15/07/2020;12.729,60;418,20;48
A;388107;505066;553835;Empréstimo;12/05/2021;2.427,60;102,00;36
A;388112;202506;551179;Empréstimo;10/05/2021;438,60;40,80;12
A;388275;677134;508258;Empréstimo;18/03/2021;877,20;81,60;12
A;388369;340545;457286;Empréstimo;22/01/2021;438,60;10,20;60
A;388794;316890;414571;Empréstimo;25/11/2020;2.560,20;102,00;36
A;388927;421564;140624;Empréstimo;21/02/2019;3.478,20;142,80;36
A;389000;406059;655339;Empréstimo;15/09/2021;1.009,80;40,80;36
A;389025;703152;710334;Empréstimo;29/11/2021;510,00;61,20;10
A;389131;309390;654180;Financiamento;13/09/2021;8.792,40;275,40;48
A;389329;2054;122556;Empréstimo;15/02/2018;2.040,00;61,20;48
A;389507;716511;731991;Empréstimo;28/12/2021;1.377,00;163,20;10
A;389620;587169;654320;Empréstimo;14/09/2021;6.803,40;275,40;48
A;389829;282153;534703;Empréstimo;19/04/2021;8.843,40;275,40;48
